source,dataset,arm,arm_label,arm_group,depth,schedule,n,shared_baseline,em,em_lo,em_hi,f1,f1_lo,f1_hi,judge_correct,judge_correct_lo,judge_correct_hi,parametric_judge_correct,parametric_judge_correct_lo,parametric_judge_correct_hi,side_judge_correct,side_judge_correct_lo,side_judge_correct_hi,side_f1,side_f1_lo,side_f1_hi,summary_words,summary_words_lo,summary_words_hi,summary_characters,summary_characters_lo,summary_characters_hi,estimated_tokens,estimated_tokens_lo,estimated_tokens_hi,length_ratio,length_ratio_lo,length_ratio_hi,internal_repetition,internal_repetition_lo,internal_repetition_hi,novel_token_rate,novel_token_rate_lo,novel_token_rate_hi,retained_token_rate,retained_token_rate_lo,retained_token_rate_hi,ngram_copy_rate,ngram_copy_rate_lo,ngram_copy_rate_hi,target_fact_present,target_fact_present_lo,target_fact_present_hi,side_fact_retention,side_fact_retention_lo,side_fact_retention_hi,parametric_present,parametric_present_lo,parametric_present_hi,unsupported_count,unsupported_count_lo,unsupported_count_hi,unsupported_invented_count,unsupported_invented_count_lo,unsupported_invented_count_hi,unsupported_corrupted_count,unsupported_corrupted_count_lo,unsupported_corrupted_count_hi,unsupported_rate,unsupported_rate_lo,unsupported_rate_hi,tracked_variant_count,tracked_variant_count_lo,tracked_variant_count_hi,unsupported_claims,unsupported_claims_lo,unsupported_claims_hi,semantic_preserved,semantic_preserved_lo,semantic_preserved_hi,truncated,truncated_lo,truncated_hi
known_entity,counterfactual,inform_expand,informed large,expand,2,inform_large|inform_large,20,False,0.75,0.55,0.9,0.7722222222222223,0.5888888888888889,0.9444444444444444,0.75,0.55,0.9,0.2,0.05,0.4,0.8,0.6,0.95,0.64,0.44000000000000006,0.8300000000000001,241.95,221.1,263.85,1551.1,1420.5,1689.9525,418.75,383.45,456.20124999999996,1.192555,1.124754625,1.259670625,0.006167649999999999,0.002671965000000001,0.009998094999999999,0.20671500000000004,0.16631987500000003,0.247765625,0.9278449999999999,0.8924635000000002,0.958096,0.571125,0.47335199999999994,0.6682063749999999,0.85,0.7,1.0,0.76,0.65,0.8699999999999999,0.2,0.05,0.4,2.6,1.8,3.45,2.0,1.4,2.55,0.6,0.2,1.05,0.185439550645433,0.12179946279210985,0.2513402594137888,5.75,4.25,7.4,2.05,1.5,2.65,0.95,0.875,1.0,0.0,0.0,0.0
known_entity,counterfactual,inform_expand,informed large,expand,3,inform_large|inform_large|inform_large,20,False,0.85,0.7,1.0,0.85,0.7,1.0,0.8,0.6,0.95,0.15,0.0,0.3,0.85,0.7,1.0,0.6535714285714286,0.45357142857142857,0.85,270.2,245.49875,294.8,1755.25,1586.29875,1922.10125,473.95,428.29875000000004,519.05,1.1404199999999998,1.0578296249999999,1.23931075,0.009342,0.0043360687500000016,0.0158075675,0.15031000000000003,0.10695487499999999,0.1967805,0.9379099999999999,0.90489275,0.9665956250000002,0.6769399999999999,0.5885697499999999,0.7565069999999999,0.85,0.7,1.0,0.7400000000000001,0.6199999999999999,0.86,0.2,0.05,0.4,3.0,2.2,3.85,2.3,1.7,2.9,0.7,0.35,1.15,0.2118312284121108,0.15122713744588748,0.2769537845732699,6.65,4.95,8.6,2.5,1.85,3.2,1.0,1.0,1.0,0.0,0.0,0.0
known_entity,counterfactual,inform_lsl,informed: large -> small -> large,trajectory,0,,20,True,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.85,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8485714285714285,0.6985714285714286,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
known_entity,counterfactual,inform_lsl,informed: large -> small -> large,trajectory,1,inform_large,20,False,0.8,0.6,0.95,0.8,0.6,0.95,0.8,0.6,0.95,0.2,0.05,0.4,0.85,0.7,1.0,0.7285714285714285,0.5285714285714286,0.9,204.8,187.7,224.15,1312.9,1197.04875,1441.6525000000001,354.35,323.0475,389.10125,1.196515,1.0892244999999996,1.315635625,0.00285895,0.0005463,0.005819489999999999,0.4260649999999999,0.36548400000000003,0.48237037499999996,0.6762000000000001,0.5876665,0.764660875,0.187855,0.11203200000000002,0.27761712499999996,0.85,0.7,1.0,0.7700000000000001,0.66,0.8700000000000001,0.15,0.0,0.3,2.0,1.3,2.7,1.65,1.1,2.25,0.35,0.1,0.6,0.1614712370962371,0.09935883214008215,0.23211037226662223,4.05,2.8,5.45,1.35,1.0,1.7,0.7,0.575,0.825,0.0,0.0,0.0
known_entity,counterfactual,inform_lsl,informed: large -> small -> large,trajectory,2,inform_large|inform_small,20,False,0.7,0.5,0.9,0.75,0.575,0.925,0.65,0.45,0.85,0.3,0.1,0.5,0.8,0.6,0.95,0.6733333333333333,0.4833333333333333,0.85,240.4,221.8,259.05,1544.35,1422.74875,1668.8025,416.8,383.9975,450.35125,1.1877650000000002,1.128814875,1.2502152500000001,0.009186250000000002,0.0021453112500000007,0.020583741249999992,0.19328499999999998,0.14946500000000001,0.24003037500000002,0.936965,0.9109530000000001,0.9599254999999999,0.60561,0.5112000000000001,0.693256,0.85,0.7,1.0,0.74,0.63,0.8500000000000002,0.15,0.0,0.3,2.85,1.95,3.85,2.3,1.6,3.05,0.55,0.25,0.9,0.19228485132017742,0.1354734301025062,0.25240027118865427,5.45,4.05,7.0,2.05,1.7,2.45,0.9,0.8,0.975,0.0,0.0,0.0
known_entity,counterfactual,inform_lsl,informed: large -> small -> large,trajectory,3,inform_large|inform_small|inform_large,20,False,0.75,0.55,0.95,0.7916666666666666,0.6166666666666666,0.95,0.7,0.5,0.9,0.2,0.05,0.4,0.8,0.6,0.95,0.6269047619047619,0.43166666666666664,0.8119047619047619,278.1,258.2,299.30125,1777.3,1648.25,1913.3549999999998,479.9,445.05,516.7012500000001,1.168295,1.0910240000000002,1.2472400000000001,0.015075649999999996,0.005031652500000002,0.028438674999999993,0.160405,0.117164625,0.20380187499999997,0.9625400000000001,0.9364637499999999,0.982560125,0.731025,0.682404,0.776037,0.85,0.7,1.0,0.6900000000000001,0.56,0.8100000000000002,0.15,0.0,0.3,3.7,2.35,5.4,2.85,1.85,4.05,0.85,0.4,1.45,0.23933970048306738,0.1744041193626108,0.30795996736461884,6.9,5.2,8.75,2.4,1.9,2.9,1.0,1.0,1.0,0.0,0.0,0.0
known_entity,counterfactual,inform_shrink,informed small,shrink,0,,20,True,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.85,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8485714285714285,0.6985714285714286,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
known_entity,counterfactual,inform_shrink,informed small,shrink,1,inform_small,20,False,0.85,0.7,1.0,0.875,0.725,1.0,0.8,0.6,0.95,0.15,0.0,0.3,0.85,0.7,1.0,0.6535714285714286,0.45348214285714367,0.85,217.3,203.34875,232.15,1391.45,1294.69875,1501.8,375.6,349.49875000000003,405.35,1.26615,1.176653625,1.3603615000000002,0.0024527500000000005,0.00112445,0.0039781,0.4428500000000001,0.39335887500000005,0.49068149999999994,0.69611,0.62139225,0.76777,0.174595,0.11680887500000002,0.24959524999999996,0.9,0.75,1.0,0.8200000000000001,0.71,0.9200000000000002,0.05,0.0,0.15,2.15,1.5,2.9,1.8,1.25,2.4,0.35,0.1,0.6,0.1507502463423516,0.10424678957738169,0.2008276820036688,5.3,3.55,7.25,1.8,1.45,2.15,0.725,0.6,0.85,0.0,0.0,0.0
known_entity,counterfactual,inform_shrink,informed small,shrink,2,inform_small|inform_small,20,False,0.85,0.7,1.0,0.875,0.725,1.0,0.8,0.6,0.95,0.15,0.0,0.3,0.8,0.6,0.95,0.65,0.45,0.85,247.1,229.55,265.7,1593.95,1479.04875,1719.95,430.3,399.2,464.35125,1.151375,1.094932625,1.2050365,0.010799599999999998,0.004866145000000001,0.017557178749999996,0.16845499999999997,0.13833362499999996,0.19829049999999998,0.939205,0.9048336249999998,0.9691354999999999,0.6686,0.5923145000000001,0.7414502500000001,0.9,0.75,1.0,0.8100000000000002,0.6900000000000001,0.9199999999999999,0.05,0.0,0.15,2.5,1.75,3.3,2.0,1.35,2.65,0.5,0.2,0.85,0.16285032286925744,0.1157423899618781,0.2131699262360446,7.0,4.75,9.45,1.8,1.4,2.2,0.95,0.875,1.0,0.0,0.0,0.0
known_entity,counterfactual,inform_shrink,informed small,shrink,3,inform_small|inform_small|inform_small,20,False,0.8,0.6,0.95,0.825,0.65,0.975,0.75,0.55,0.9,0.2,0.05,0.4,0.8,0.6,0.95,0.64,0.44000000000000006,0.825,288.35,267.99875000000003,307.6,1864.35,1737.24875,1989.85125,503.45,469.05,537.35,1.176835,1.131248625,1.227605,0.015267550000000001,0.008701812500000001,0.02252017,0.15009,0.117759875,0.18454012499999997,0.98437,0.9737494999999999,0.9936051249999999,0.765605,0.699662125,0.8228253749999999,0.9,0.75,1.0,0.8100000000000002,0.6900000000000001,0.9199999999999999,0.05,0.0,0.15,3.15,2.448750000000011,3.95,2.55,1.8,3.3,0.6,0.3,0.9,0.2059554655870445,0.15922011679840625,0.2542278573035152,8.05,5.3,11.15,2.45,1.8,3.1,1.0,1.0,1.0,0.0,0.0,0.0
known_entity,counterfactual,resize_expand,asked to expand,expand,0,,20,True,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.85,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8485714285714285,0.6985714285714286,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
known_entity,counterfactual,resize_expand,asked to expand,expand,1,resize_large,20,False,0.85,0.7,1.0,0.9,0.775,1.0,0.8,0.6,0.95,0.15,0.0,0.3,0.95,0.85,1.0,0.765,0.575,0.925,4345.8,2500.8337500000002,6237.025,28440.1,16270.815,41143.619999999995,7686.05,4397.09125,11119.443749999999,26.81597,15.055591125,39.12900912499999,0.4319912,0.25765328875000004,0.6128365787499999,0.85908,0.8035897500000001,0.9114956249999998,0.8331,0.7868194999999999,0.872871125,0.04352000000000001,0.025194625000000005,0.06479112499999998,0.95,0.85,1.0,0.9100000000000001,0.8400000000000001,0.9700000000000001,0.0,0.0,0.0,3.75,3.1,4.4,3.45,2.8,4.15,0.3,0.1,0.55,0.20783094320090179,0.16466594253334135,0.25481877358579014,13.7,8.9,19.0,2.4,1.6,3.2,0.775,0.6,0.925,0.35,0.15,0.55
known_entity,counterfactual,resize_expand,asked to expand,expand,2,resize_large|resize_large,20,False,0.65,0.45,0.85,0.7,0.5,0.875,0.6,0.4,0.8,0.3,0.1,0.5,0.95,0.85,1.0,0.765,0.575,0.925,7589.2,5814.19875,9070.4575,49952.7,38189.64,60171.18375,13500.3,10321.09625,16262.123749999999,5.43519,2.8497026250000004,8.376299999999997,0.7196368,0.56761329625,0.8477751187499999,0.411845,0.24211812500000005,0.5851204999999999,0.9801700000000002,0.9670896249999998,0.9911099999999999,0.742845,0.6097925,0.865405875,0.85,0.7,1.0,0.8699999999999999,0.7897500000000022,0.9400000000000001,0.0,0.0,0.0,6.8,4.55,10.0,6.05,4.1,8.7,0.75,0.25,1.45,0.2749810496988166,0.22297435235203852,0.3341378787043308,15.35,10.7,20.4,2.5,1.55,3.5,0.975,0.925,1.0,0.75,0.55,0.9
known_entity,counterfactual,resize_expand,asked to expand,expand,3,resize_large|resize_large|resize_large,20,False,0.65,0.45,0.85,0.7,0.5,0.875,0.6,0.4,0.8,0.25,0.1,0.45,0.95,0.85,1.0,0.765,0.575,0.925,9049.55,7749.43875,9994.1125,59573.8,50977.5725,65885.90125,16100.45,13777.1,17806.49,2.43537,1.1152832499999998,4.04990825,0.8559996999999999,0.7646133850000001,0.9195941812499997,0.18479000000000004,0.05319937499999999,0.33981649999999997,0.9934499999999998,0.9865298749999998,0.9978049999999998,0.9479000000000001,0.9000338750000001,0.98643,0.85,0.7,1.0,0.8699999999999999,0.7897500000000022,0.9400000000000001,0.05,0.0,0.15,7.1,4.55,10.8,6.35,4.1,9.5,0.75,0.25,1.45,0.2786060992943209,0.22095508178269538,0.34378068728527467,14.3,10.2,18.95,2.6,1.65,3.55,1.0,1.0,1.0,0.9,0.75,1.0
known_entity,counterfactual,resize_lsl,asked: large -> small -> large,trajectory,0,,20,True,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.85,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8485714285714285,0.6985714285714286,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
known_entity,counterfactual,resize_lsl,asked: large -> small -> large,trajectory,1,resize_large,20,False,0.85,0.7,1.0,0.9,0.775,1.0,0.8,0.6,0.95,0.15,0.0,0.3,0.95,0.85,1.0,0.765,0.575,0.925,4345.8,2500.8337500000002,6237.025,28440.1,16270.815,41143.619999999995,7686.05,4397.09125,11119.443749999999,26.81597,15.055591125,39.12900912499999,0.4319912,0.25765328875000004,0.6128365787499999,0.85908,0.8035897500000001,0.9114956249999998,0.8331,0.7868194999999999,0.872871125,0.04352000000000001,0.025194625000000005,0.06479112499999998,0.95,0.85,1.0,0.9100000000000001,0.8400000000000001,0.9700000000000001,0.0,0.0,0.0,3.75,3.1,4.4,3.45,2.8,4.15,0.3,0.1,0.55,0.20783094320090179,0.16466594253334135,0.25481877358579014,13.7,8.9,19.0,2.4,1.6,3.2,0.775,0.6,0.925,0.35,0.15,0.55
known_entity,counterfactual,resize_lsl,asked: large -> small -> large,trajectory,2,resize_large|resize_small,20,False,0.75,0.55,0.9,0.8083333333333332,0.6333333333333333,0.95,0.7,0.5,0.9,0.15,0.0,0.3,0.9,0.75,1.0,0.75,0.575,0.9,387.8,359.15,416.6,2554.3,2346.54125,2763.8512499999997,689.95,633.8475000000001,746.55,0.35696000000000006,0.22964412500000003,0.48285687499999996,0.019095850000000004,0.011389018750000004,0.02788142249999999,0.02874999999999999,0.014669999999999999,0.046055749999999986,0.33910499999999993,0.22037987500000003,0.4550405,0.72854,0.64927,0.800470875,0.8,0.6,0.95,0.79,0.6799999999999999,0.89,0.0,0.0,0.0,3.65,2.25,5.75,3.05,2.0,4.65,0.6,0.15,1.2,0.20231369086733744,0.1409725331354013,0.27325294027209346,9.2,6.6,12.1,2.65,2.05,3.25,0.95,0.875,1.0,0.0,0.0,0.0
known_entity,counterfactual,resize_lsl,asked: large -> small -> large,trajectory,3,resize_large|resize_small|resize_large,20,False,0.7,0.5,0.9,0.75,0.55,0.9,0.65,0.45,0.85,0.3,0.1,0.5,0.95,0.85,1.0,0.75,0.575,0.9,3602.45,1832.74875,5419.78875,24410.6,12261.55875,36978.575,6596.95,3313.38875,9993.77,9.19469,4.827259125000001,13.9460275,0.41104804999999994,0.2633037950000001,0.5685569549999998,0.68991,0.6057628749999999,0.7768261249999999,0.989785,0.984724875,0.9943099999999999,0.41491,0.36225787500000006,0.46843825,0.8,0.6,0.95,0.79,0.6799999999999999,0.89,0.05,0.0,0.15,7.3,4.2,11.10124999999998,6.25,3.55,9.65,1.05,0.45,1.8,0.29106033781033785,0.21725583791208794,0.3660791463166463,14.4,10.55,18.65,3.35,2.45,4.2,1.0,1.0,1.0,0.25,0.1,0.45
known_entity,counterfactual,resize_shrink,asked to shrink,shrink,0,,20,True,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.85,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8485714285714285,0.6985714285714286,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
known_entity,counterfactual,resize_shrink,asked to shrink,shrink,1,resize_small,20,False,0.75,0.55,0.9,0.775,0.6,0.95,0.7,0.5,0.9,0.2,0.05,0.4,0.95,0.85,1.0,0.7785714285714286,0.6,0.95,194.2,175.94875,211.85,1254.9,1128.3950000000002,1382.3,338.65,304.44875,373.10125,1.137335,1.0324616249999998,1.2423455,0.00155375,0.0,0.0038558499999999996,0.40042,0.35253475,0.44738075000000005,0.67297,0.5883148749999999,0.754348875,0.186475,0.12055949999999997,0.2722,0.85,0.7,1.0,0.8100000000000002,0.72,0.89,0.0,0.0,0.0,1.85,1.4,2.35,1.45,1.05,1.9,0.4,0.2,0.6,0.1420999546661143,0.09635160841321748,0.19295615706392807,5.25,3.5,7.35,1.7,1.4,2.0,0.675,0.55,0.8,0.0,0.0,0.0
known_entity,counterfactual,resize_shrink,asked to shrink,shrink,2,resize_small|resize_small,20,False,0.7,0.5,0.9,0.7416666666666666,0.55,0.9,0.65,0.45,0.85,0.25,0.1,0.45,0.85,0.7,1.0,0.7,0.5,0.875,232.05,206.7,259.35,1510.1,1340.39625,1693.3537499999998,407.6,361.79875000000004,457.10125,1.2121400000000002,1.1267335000000003,1.3051106250000002,0.01196875,0.003829293750000001,0.02210319249999999,0.20144499999999996,0.15378375,0.25429050000000003,0.9326649999999999,0.9010847500000003,0.9596902500000002,0.598245,0.50465425,0.68772575,0.85,0.7,1.0,0.79,0.7000000000000001,0.8700000000000001,0.0,0.0,0.0,2.9,2.15,3.8,2.45,1.75,3.3,0.45,0.2,0.75,0.18403489032392656,0.13644730176065986,0.24022394408408257,7.2,4.9,9.9,1.95,1.4,2.55,1.0,1.0,1.0,0.0,0.0,0.0
known_entity,counterfactual,resize_shrink,asked to shrink,shrink,3,resize_small|resize_small|resize_small,20,False,0.7,0.5,0.9,0.725,0.525,0.9,0.65,0.45,0.85,0.3,0.1,0.5,0.95,0.85,1.0,0.7535714285714286,0.575,0.9071428571428571,248.7,227.2,270.35,1609.6,1463.69625,1756.3537499999998,434.6,395.14875,474.3,1.0909900000000001,1.01997825,1.1682721249999999,0.01198335,0.005162122500000001,0.020263321249999997,0.13487,0.10082862500000003,0.17258075,0.9335749999999999,0.9001438749999999,0.9621356249999999,0.69397,0.6466983749999999,0.740785125,0.85,0.7,1.0,0.7500000000000001,0.65,0.85,0.0,0.0,0.0,3.25,2.2,4.7,2.6,1.75,3.6,0.65,0.2,1.25,0.20032214362103776,0.14000787773924292,0.2707167996087898,7.75,5.6,10.05,2.4,1.8,3.0,0.95,0.875,1.0,0.0,0.0,0.0
known_entity,counterfactual,resize_sse,"asked: shrink, shrink, expand",trajectory,0,,20,True,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.85,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8485714285714285,0.6985714285714286,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
known_entity,counterfactual,resize_sse,"asked: shrink, shrink, expand",trajectory,1,resize_small,20,False,0.75,0.55,0.9,0.775,0.6,0.95,0.7,0.5,0.9,0.2,0.05,0.4,0.95,0.85,1.0,0.7785714285714286,0.6,0.95,194.2,175.94875,211.85,1254.9,1128.3950000000002,1382.3,338.65,304.44875,373.10125,1.137335,1.0324616249999998,1.2423455,0.00155375,0.0,0.0038558499999999996,0.40042,0.35253475,0.44738075000000005,0.67297,0.5883148749999999,0.754348875,0.186475,0.12055949999999997,0.2722,0.85,0.7,1.0,0.8100000000000002,0.72,0.89,0.0,0.0,0.0,1.85,1.4,2.35,1.45,1.05,1.9,0.4,0.2,0.6,0.1420999546661143,0.09635160841321748,0.19295615706392807,5.25,3.5,7.35,1.7,1.4,2.0,0.675,0.55,0.8,0.0,0.0,0.0
