comparison,treatment,control,budget_words,kind,endpoint,metric,delta,lo,hi,p_value,n,cohens_dz
conditioned_minus_generic,conditioned,generic,20,utility,now,em,0.4166666666666667,0.2916666666666667,0.5416666666666666,0.0,24,1.2744778481051504
conditioned_minus_generic,conditioned,generic,20,utility,now,f1,0.5405771047121667,0.4503070278400436,0.632595914129873,0.0,24,2.3061952428677572
conditioned_minus_generic,conditioned,generic,20,utility,now,judge_correct,0.625,0.5520833333333334,0.6979166666666666,0.0,24,3.461093276215865
conditioned_minus_generic,conditioned,generic,20,utility,future,em,-0.05555555555555556,-0.12152777777777779,0.013888888888888886,0.107,24,-0.32079320037201803
conditioned_minus_generic,conditioned,generic,20,utility,future,f1,-0.04337203736713541,-0.10193191286405134,0.019709486909241795,0.1656,24,-0.27878606911573944
conditioned_minus_generic,conditioned,generic,20,utility,future,judge_correct,-0.06250000000000001,-0.12152777777777779,-0.0034722222222222255,0.0395,24,-0.4008918628686367
conditioned_minus_generic,conditioned,generic,20,utility,gap,em,0.47222222222222227,0.3611111111111111,0.5833333333333334,0.0,24,1.655947377235043
conditioned_minus_generic,conditioned,generic,20,utility,gap,f1,0.583949142079302,0.4925394198221775,0.6700346787106656,0.0,24,2.5603581430110167
conditioned_minus_generic,conditioned,generic,20,utility,gap,judge_correct,0.6875,0.6041666666666666,0.7743055555555557,0.0,24,3.14270222691655
conditioned_minus_generic,conditioned,generic,20,regret,now,em,-0.4166666666666667,-0.5416666666666666,-0.2916666666666667,0.0,24,-1.2744778481051504
conditioned_minus_generic,conditioned,generic,20,regret,now,f1,-0.5405771047121666,-0.632595914129873,-0.4503070278400436,0.0,24,-2.306195242867757
conditioned_minus_generic,conditioned,generic,20,regret,now,judge_correct,-0.625,-0.6979166666666666,-0.5520833333333334,0.0,24,-3.461093276215865
conditioned_minus_generic,conditioned,generic,20,regret,future,em,0.055555555555555546,-0.013888888888888893,0.12152777777777775,0.111,24,0.32079320037201803
conditioned_minus_generic,conditioned,generic,20,regret,future,f1,0.04337203736713541,-0.019709486909241822,0.10193191286405134,0.1656,24,0.27878606911573944
conditioned_minus_generic,conditioned,generic,20,regret,future,judge_correct,0.06250000000000001,0.003472222222222226,0.12152777777777779,0.0389,24,0.4008918628686367
conditioned_minus_generic,conditioned,generic,20,retained,now,em,0.6284722222222222,0.4826388888888889,0.7708333333333334,0.0,24,1.7165645722960379
conditioned_minus_generic,conditioned,generic,20,retained,now,f1,0.6030421333649533,0.5069063157947479,0.7002095541776431,0.0,24,2.4396877628007063
conditioned_minus_generic,conditioned,generic,20,retained,now,judge_correct,0.7048611111111112,0.6319444444444444,0.7777777777777778,0.0,24,3.673186452268742
conditioned_minus_generic,conditioned,generic,20,retained,future,em,-0.06076388888888889,-0.17013888888888887,0.05902777777777777,0.3036,24,-0.2075102338027363
conditioned_minus_generic,conditioned,generic,20,retained,future,f1,-0.038548128636976674,-0.11300220451185523,0.04619174647973664,0.3398,24,-0.18892295764752712
conditioned_minus_generic,conditioned,generic,20,retained,future,judge_correct,-0.052083333333333336,-0.11979166666666667,0.015624999999999995,0.1375,24,-0.29880715233359845
conditioned_minus_generic,conditioned,generic,20,specialisation_did,now_minus_future,em,0.47222222222222227,0.36111111111111116,0.5798611111111112,0.0,24,1.655947377235043
conditioned_minus_generic,conditioned,generic,20,specialisation_did,now_minus_future,f1,0.583949142079302,0.4949283568646313,0.669444921462183,0.0,24,2.5603581430110167
conditioned_minus_generic,conditioned,generic,20,specialisation_did,now_minus_future,judge_correct,0.6875,0.6041666666666667,0.7743055555555555,0.0,24,3.14270222691655
conditioned_minus_generic,conditioned,generic,40,utility,now,em,0.3229166666666667,0.21875,0.4270833333333333,0.0,24,1.2399568718153706
conditioned_minus_generic,conditioned,generic,40,utility,now,f1,0.4127430815554682,0.3186346172669335,0.5038650841117946,0.0,24,1.7456380094958492
conditioned_minus_generic,conditioned,generic,40,utility,now,judge_correct,0.4479166666666667,0.3541666666666667,0.5416666666666666,0.0,24,1.9233529859129657
conditioned_minus_generic,conditioned,generic,40,utility,future,em,-0.13194444444444445,-0.20833333333333334,-0.05555555555555556,0.0009,24,-0.6664125531957742
conditioned_minus_generic,conditioned,generic,40,utility,future,f1,-0.118306299233496,-0.18894941915978475,-0.04850145963540648,0.0011,24,-0.6571780971640354
conditioned_minus_generic,conditioned,generic,40,utility,future,judge_correct,-0.11458333333333333,-0.20138888888888892,-0.02777777777777779,0.0097,24,-0.5123935692525041
conditioned_minus_generic,conditioned,generic,40,utility,gap,em,0.45486111111111116,0.3645833333333333,0.5486979166666655,0.0,24,1.9196239043040835
conditioned_minus_generic,conditioned,generic,40,utility,gap,f1,0.5310493807889641,0.4433747068903319,0.6208923722400285,0.0,24,2.322354523312818
conditioned_minus_generic,conditioned,generic,40,utility,gap,judge_correct,0.5625,0.45138888888888884,0.670138888888889,0.0,24,2.0056900823242785
conditioned_minus_generic,conditioned,generic,40,regret,now,em,-0.3229166666666667,-0.4270833333333333,-0.21875,0.0,24,-1.2399568718153706
conditioned_minus_generic,conditioned,generic,40,regret,now,f1,-0.41274308155546807,-0.5038650841117946,-0.3186346172669335,0.0,24,-1.7456380094958488
conditioned_minus_generic,conditioned,generic,40,regret,now,judge_correct,-0.4479166666666667,-0.5416666666666666,-0.3541666666666667,0.0,24,-1.9233529859129657
conditioned_minus_generic,conditioned,generic,40,regret,future,em,0.13194444444444445,0.05555555555555555,0.20833333333333334,0.0007,24,0.6664125531957742
conditioned_minus_generic,conditioned,generic,40,regret,future,f1,0.11830629923349599,0.04850145963540646,0.18894941915978475,0.0011,24,0.6571780971640354
conditioned_minus_generic,conditioned,generic,40,regret,future,judge_correct,0.11458333333333333,0.02777777777777779,0.20138888888888892,0.0097,24,0.5123935692525041
conditioned_minus_generic,conditioned,generic,40,retained,now,em,0.4895833333333333,0.3541666666666667,0.625,0.0,24,1.393828441406847
conditioned_minus_generic,conditioned,generic,40,retained,now,f1,0.4484891766973588,0.34174544180437827,0.5520146681867795,0.0,24,1.667395949945391
conditioned_minus_generic,conditioned,generic,40,retained,now,judge_correct,0.4826388888888889,0.3819444444444445,0.5833333333333334,0.0,24,1.8900900375013163
conditioned_minus_generic,conditioned,generic,40,retained,future,em,-0.21354166666666666,-0.3350694444444444,-0.09717881944444506,0.0008,24,-0.6978105377532616
conditioned_minus_generic,conditioned,generic,40,retained,future,f1,-0.1262180701453047,-0.20315321694328375,-0.04691301568787583,0.0009,24,-0.6311140962413503
conditioned_minus_generic,conditioned,generic,40,retained,future,judge_correct,-0.12673611111111113,-0.21701388888888892,-0.03125000000000001,0.0086,24,-0.5309016129368812
conditioned_minus_generic,conditioned,generic,40,specialisation_did,now_minus_future,em,0.45486111111111116,0.3645833333333333,0.5486111111111112,0.0,24,1.9196239043040835
conditioned_minus_generic,conditioned,generic,40,specialisation_did,now_minus_future,f1,0.5310493807889641,0.4422543797348485,0.6189128023307712,0.0,24,2.322354523312818
conditioned_minus_generic,conditioned,generic,40,specialisation_did,now_minus_future,judge_correct,0.5625,0.4479166666666667,0.6666666666666666,0.0,24,2.0056900823242785
conditioned_minus_generic,conditioned,generic,80,utility,now,em,0.2708333333333333,0.16666666666666666,0.375,0.0,24,0.984789510119557
conditioned_minus_generic,conditioned,generic,80,utility,now,f1,0.2914052881668809,0.19643605506603237,0.38761272564101446,0.0,24,1.2009100333229845
conditioned_minus_generic,conditioned,generic,80,utility,now,judge_correct,0.28125,0.16666666666666666,0.3958333333333333,0.0001,24,0.9749411285209137
conditioned_minus_generic,conditioned,generic,80,utility,future,em,-0.11805555555555554,-0.1875,-0.045138888888888895,0.0013,24,-0.6367909266283657
conditioned_minus_generic,conditioned,generic,80,utility,future,f1,-0.15868281222907446,-0.22895209003760628,-0.08792003425524414,0.0,24,-0.8740018481588396
conditioned_minus_generic,conditioned,generic,80,utility,future,judge_correct,-0.19444444444444442,-0.2743055555555555,-0.11805555555555554,0.0,24,-0.969106117340442
conditioned_minus_generic,conditioned,generic,80,utility,gap,em,0.388888888888889,0.2881944444444445,0.4895833333333333,0.0,24,1.4651507317223942
conditioned_minus_generic,conditioned,generic,80,utility,gap,f1,0.45008810039595537,0.35857036957819943,0.5424453540116837,0.0,24,1.899711122592026
conditioned_minus_generic,conditioned,generic,80,utility,gap,judge_correct,0.4756944444444445,0.37152777777777785,0.579861111111111,0.0,24,1.7859850409924865
conditioned_minus_generic,conditioned,generic,80,regret,now,em,-0.2708333333333333,-0.375,-0.16666666666666666,0.0,24,-0.984789510119557
conditioned_minus_generic,conditioned,generic,80,regret,now,f1,-0.2914052881668809,-0.38761272564101446,-0.19643605506603243,0.0,24,-1.2009100333229845
conditioned_minus_generic,conditioned,generic,80,regret,now,judge_correct,-0.28125,-0.3958333333333333,-0.16666666666666666,0.0001,24,-0.9749411285209137
conditioned_minus_generic,conditioned,generic,80,regret,future,em,0.11805555555555557,0.0451388888888889,0.1875,0.0012,24,0.6367909266283659
conditioned_minus_generic,conditioned,generic,80,regret,future,f1,0.15868281222907446,0.08792003425524413,0.22895209003760628,0.0,24,0.8740018481588396
conditioned_minus_generic,conditioned,generic,80,regret,future,judge_correct,0.19444444444444445,0.11805555555555557,0.2743055555555555,0.0,24,0.969106117340442
conditioned_minus_generic,conditioned,generic,80,retained,now,em,0.36111111111111116,0.21875,0.5138888888888888,0.0,24,0.9532062476387965
