policy,budget_words,endpoint,metric,mean,lo,hi,n_contexts,n_excluded_low_ceiling,min_ceiling_for_ratio
conditioned,20,now,em,0.8784722222222222,0.704861111111111,1.0694444444444444,24,0,0.25
conditioned,20,now,f1,0.9436874444557689,0.8488650410354971,1.0494133379810593,24,0,0.25
conditioned,20,now,judge_correct,1.0138888888888888,0.9340277777777777,1.1006944444444444,24,0,0.25
conditioned,20,future,em,0.1585648148148148,0.07060185185185185,0.2673611111111111,24,0,0.25
conditioned,20,future,f1,0.197383426239073,0.13343740596013978,0.2700989119724466,24,0,0.25
conditioned,20,future,judge_correct,0.22685185185185186,0.14236111111111113,0.32060185185185186,24,0,0.25
conditioned,40,now,em,0.9270833333333334,0.7638888888888888,1.1077256944444434,24,0,0.25
conditioned,40,now,f1,0.9429589242116053,0.8340999806505407,1.0572165579942423,24,0,0.25
conditioned,40,now,judge_correct,0.9756944444444443,0.8576388888888888,1.111111111111111,24,0,0.25
conditioned,40,future,em,0.19560185185185186,0.10185185185185186,0.3078703703703704,24,0,0.25
conditioned,40,future,f1,0.25435050579419277,0.18496071358827434,0.3261996577487057,24,0,0.25
conditioned,40,future,judge_correct,0.3194444444444444,0.22569444444444442,0.4212962962962963,24,0,0.25
conditioned,80,now,em,0.8958333333333334,0.7708333333333334,1.0416666666666667,24,0,0.25
conditioned,80,now,f1,0.9015362576890399,0.8318008660869077,0.9752947300591898,24,0,0.25
conditioned,80,now,judge_correct,0.9375,0.8819444444444443,0.9965277777777777,24,0,0.25
conditioned,80,future,em,0.3217592592592593,0.18750000000000003,0.4756944444444445,24,0,0.25
conditioned,80,future,f1,0.35037957449207796,0.2662486463990483,0.44313277088866593,24,0,0.25
conditioned,80,future,judge_correct,0.40972222222222227,0.31365740740740744,0.5162326388888885,24,0,0.25
conditioned,160,now,em,0.9722222222222222,0.8194444444444443,1.1458333333333333,24,0,0.25
conditioned,160,now,f1,0.957773342984881,0.8704675131872679,1.0537451976067813,24,0,0.25
conditioned,160,now,judge_correct,0.9131944444444443,0.8368055555555555,0.986111111111111,24,0,0.25
conditioned,160,future,em,0.4895833333333333,0.3471932870370372,0.6585648148148148,24,0,0.25
conditioned,160,future,f1,0.5539444952784413,0.43962891775173046,0.6785997209619461,24,0,0.25
conditioned,160,future,judge_correct,0.6423611111111112,0.5150462962962963,0.7835937499999996,24,0,0.25
conditioned@trim,40,now,em,0.9305555555555555,0.7430555555555555,1.173611111111111,24,0,0.25
conditioned@trim,40,now,f1,0.9087537933746752,0.8070998385022813,1.0256163068260795,24,0,0.25
conditioned@trim,40,now,judge_correct,0.9756944444444443,0.861111111111111,1.1145833333333333,24,0,0.25
conditioned@trim,40,future,em,0.1574074074074074,0.07407407407407408,0.25925925925925924,24,0,0.25
conditioned@trim,40,future,f1,0.20175464633166018,0.1368953343190572,0.27280309285146903,24,0,0.25
conditioned@trim,40,future,judge_correct,0.24189814814814814,0.1597222222222222,0.33449074074074076,24,0,0.25
extractive_conditioned,20,now,em,0.8854166666666666,0.6770833333333334,1.142361111111111,24,0,0.25
extractive_conditioned,20,now,f1,0.8948171416498981,0.7858191674201087,1.0207985170863931,24,0,0.25
extractive_conditioned,20,now,judge_correct,0.8680555555555555,0.7777777777777777,0.96875,24,0,0.25
extractive_conditioned,20,future,em,0.0775462962962963,0.026620370370370367,0.14583333333333331,24,0,0.25
extractive_conditioned,20,future,f1,0.14600943049608658,0.09632519020618582,0.2007244106355171,24,0,0.25
extractive_conditioned,20,future,judge_correct,0.19444444444444442,0.13078703703703703,0.269675925925926,24,0,0.25
extractive_conditioned,40,now,em,0.9618055555555555,0.7673611111111112,1.1666666666666667,24,0,0.25
extractive_conditioned,40,now,f1,0.9205112415463432,0.8100662274249144,1.0429311719123315,24,0,0.25
extractive_conditioned,40,now,judge_correct,0.9097222222222222,0.8263888888888888,1.0,24,0,0.25
extractive_conditioned,40,future,em,0.28125,0.17824074074074073,0.39814814814814814,24,0,0.25
extractive_conditioned,40,future,f1,0.29370430560550065,0.2208984005335678,0.369160069880034,24,0,0.25
extractive_conditioned,40,future,judge_correct,0.34375,0.2557581018518521,0.43402777777777785,24,0,0.25
extractive_conditioned,80,now,em,1.0763888888888888,0.9722222222222222,1.2013888888888888,24,0,0.25
extractive_conditioned,80,now,f1,1.0626757502899633,0.979293067833299,1.1700950944029727,24,0,0.25
extractive_conditioned,80,now,judge_correct,1.0555555555555556,0.986111111111111,1.1319444444444444,24,0,0.25
extractive_conditioned,80,future,em,0.4710648148148148,0.3576388888888889,0.5972222222222222,24,0,0.25
extractive_conditioned,80,future,f1,0.48268982241512287,0.4013269182808544,0.5657109262277834,24,0,0.25
extractive_conditioned,80,future,judge_correct,0.5567129629629629,0.45023148148148157,0.6759259259259259,24,0,0.25
extractive_conditioned,160,now,em,0.9618055555555555,0.8888888888888888,1.034722222222222,24,0,0.25
extractive_conditioned,160,now,f1,1.0055567788761903,0.9603701970414826,1.0559097325149291,24,0,0.25
extractive_conditioned,160,now,judge_correct,1.003472222222222,0.9479166666666666,1.065972222222222,24,0,0.25
extractive_conditioned,160,future,em,0.8680555555555555,0.7777777777777778,0.9583333333333334,24,0,0.25
extractive_conditioned,160,future,f1,0.8728996226429233,0.8109355797991795,0.9342338728104636,24,0,0.25
extractive_conditioned,160,future,judge_correct,0.8981481481481483,0.8136574074074074,0.9803240740740741,24,0,0.25
extractive_generic,20,now,em,0.4618055555555555,0.29166666666666663,0.6632812499999988,24,0,0.25
extractive_generic,20,now,f1,0.4177547041006422,0.30409359854093054,0.5506656611532342,24,0,0.25
extractive_generic,20,now,judge_correct,0.4479166666666667,0.3020833333333333,0.6076388888888888,24,0,0.25
extractive_generic,20,future,em,0.4618055555555555,0.2916666666666667,0.6632812499999988,24,0,0.25
extractive_generic,20,future,f1,0.4177547041006422,0.30409359854093054,0.5506656611532342,24,0,0.25
extractive_generic,20,future,judge_correct,0.4479166666666667,0.3020833333333333,0.607638888888889,24,0,0.25
extractive_generic,40,now,em,0.6145833333333334,0.3958333333333333,0.8715277777777777,24,0,0.25
extractive_generic,40,now,f1,0.5238218461579024,0.4157179217904807,0.6422544652281429,24,0,0.25
extractive_generic,40,now,judge_correct,0.5138888888888888,0.40625,0.625,24,0,0.25
extractive_generic,40,future,em,0.6145833333333334,0.3958333333333333,0.8715277777777778,24,0,0.25
extractive_generic,40,future,f1,0.5238218461579024,0.41571792179048084,0.6422544652281429,24,0,0.25
extractive_generic,40,future,judge_correct,0.513888888888889,0.40625,0.6250000000000001,24,0,0.25
extractive_generic,80,now,em,0.9756944444444443,0.7708333333333334,1.204861111111111,24,0,0.25
